Year,NOC,Total,Gold,Historical_Medals,Total_Events,Total_Participants,Gender_Ratio,Is_Host
2004,NRU,0.0,0.0,0.0,3,3,0.6666666666666666,0
2008,NRU,0.0,0.0,0.0,1,1,1.0,0
2012,NRU,0.0,0.0,0.0,2,2,1.0,0
2016,NRU,0.0,0.0,0.0,2,2,1.0,0
2020,NRU,0.0,0.0,0.0,2,2,0.5,0
2024,NRU,0.0,0.0,0.0,1,1,1.0,0
1900,NZL,0.0,0.0,0.0,1,1,1.0,0
1920,NZL,1.0,0.0,0.0,6,4,0.75,0
1924,NZL,1.0,0.0,1.0,6,4,0.75,0
1928,NZL,1.0,1.0,2.0,12,9,0.6666666666666666,0
1932,NZL,1.0,0.0,3.0,15,21,0.9523809523809523,0
1936,NZL,1.0,1.0,4.0,9,7,1.0,0
1948,NZL,0.0,0.0,5.0,8,7,0.8571428571428571,0
1952,NZL,3.0,1.0,5.0,14,14,0.8571428571428571,0
1956,NZL,2.0,2.0,8.0,28,51,0.8431372549019608,0
1960,NZL,3.0,2.0,10.0,28,37,0.8918918918918919,0
1964,NZL,5.0,3.0,13.0,35,63,0.873015873015873,0
1968,NZL,3.0,1.0,18.0,26,52,0.9038461538461539,0
1972,NZL,3.0,1.0,21.0,63,89,0.9213483146067416,0
1976,NZL,4.0,2.0,24.0,52,80,0.8875,0
1980,NZL,0.0,0.0,28.0,5,4,1.0,0
1984,NZL,11.0,8.0,28.0,76,130,0.7538461538461538,0
1988,NZL,13.0,3.0,39.0,58,83,0.8072289156626506,0
1992,NZL,10.0,1.0,52.0,87,134,0.6865671641791045,0
1996,NZL,6.0,3.0,62.0,81,95,0.6947368421052632,0
2000,NZL,4.0,1.0,68.0,95,147,0.5238095238095238,0
2004,NZL,5.0,3.0,72.0,84,148,0.5472972972972973,0
2008,NZL,9.0,3.0,77.0,78,178,0.5393258426966292,0
2012,NZL,13.0,6.0,86.0,87,178,0.5393258426966292,0
2016,NZL,18.0,4.0,99.0,100,195,0.5025641025641026,0
2020,NZL,20.0,7.0,117.0,97,228,0.5219298245614035,0
2024,NZL,20.0,10.0,137.0,110,208,0.5144230769230769,0
1984,OMA,0.0,0.0,0.0,14,15,1.0,0
1988,OMA,0.0,0.0,0.0,9,8,1.0,0
1992,OMA,0.0,0.0,0.0,5,5,1.0,0
1996,OMA,0.0,0.0,0.0,5,4,1.0,0
2000,OMA,0.0,0.0,0.0,5,6,1.0,0
2004,OMA,0.0,0.0,0.0,2,2,1.0,0
2008,OMA,0.0,0.0,0.0,4,4,0.75,0
2012,OMA,0.0,0.0,0.0,3,3,0.6666666666666666,0
2016,OMA,0.0,0.0,0.0,4,4,0.5,0
2020,OMA,0.0,0.0,0.0,5,4,0.75,0
2024,OMA,0.0,0.0,0.0,4,4,0.75,0
1948,PAK,0.0,0.0,0.0,20,32,1.0,0
1952,PAK,0.0,0.0,0.0,25,35,1.0,0
1956,PAK,1.0,0.0,0.0,43,53,1.0,0
1960,PAK,2.0,1.0,1.0,35,43,1.0,0
1964,PAK,1.0,0.0,3.0,29,41,1.0,0
1968,PAK,1.0,1.0,4.0,3,15,1.0,0
1972,PAK,1.0,0.0,5.0,12,24,1.0,0
1976,PAK,1.0,0.0,6.0,9,24,1.0,0
1984,PAK,1.0,1.0,7.0,15,31,1.0,0
1988,PAK,1.0,0.0,8.0,15,30,1.0,0
1992,PAK,1.0,0.0,9.0,12,27,1.0,0
1996,PAK,0.0,0.0,10.0,9,24,0.9583333333333334,0
2000,PAK,0.0,0.0,10.0,11,26,0.9615384615384616,0
2004,PAK,0.0,0.0,10.0,11,26,0.9230769230769231,0
2008,PAK,0.0,0.0,10.0,7,21,0.9047619047619048,0
2012,PAK,0.0,0.0,10.0,6,20,0.9,0
2016,PAK,0.0,0.0,10.0,7,7,0.5714285714285714,0
2020,PAK,0.0,0.0,10.0,9,10,0.7,0
2024,PAK,1.0,1.0,10.0,9,7,0.5714285714285714,0
1928,PAN,0.0,0.0,0.0,2,1,1.0,0
1948,PAN,2.0,0.0,0.0,2,1,1.0,0
1952,PAN,0.0,0.0,2.0,1,1,1.0,0
1960,PAN,0.0,0.0,2.0,4,6,0.3333333333333333,0
1964,PAN,0.0,0.0,2.0,10,10,0.6,0
1968,PAN,0.0,0.0,2.0,5,16,1.0,0
1972,PAN,0.0,0.0,2.0,8,7,1.0,0
1976,PAN,0.0,0.0,2.0,13,8,0.875,0
1984,PAN,0.0,0.0,2.0,10,8,0.875,0
1988,PAN,0.0,0.0,2.0,9,6,1.0,0
1992,PAN,0.0,0.0,2.0,7,5,1.0,0
1996,PAN,0.0,0.0,2.0,9,7,0.7142857142857143,0
2000,PAN,0.0,0.0,2.0,7,6,0.6666666666666666,0
2004,PAN,0.0,0.0,2.0,5,4,0.75,0
2008,PAN,1.0,1.0,2.0,5,5,0.6,0
2012,PAN,0.0,0.0,3.0,8,8,0.75,0
2016,PAN,0.0,0.0,3.0,14,10,0.4,0
2020,PAN,0.0,0.0,3.0,11,10,0.4,0
2024,PAN,1.0,0.0,3.0,13,8,0.375,0
1968,PAR,0.0,0.0,0.0,1,1,1.0,0
1972,PAR,0.0,0.0,0.0,3,3,1.0,0
1976,PAR,0.0,0.0,0.0,6,4,1.0,0
1984,PAR,0.0,0.0,0.0,15,14,1.0,0
1988,PAR,0.0,0.0,0.0,11,10,1.0,0
1992,PAR,0.0,0.0,0.0,12,27,0.8888888888888888,0
1996,PAR,0.0,0.0,0.0,7,7,0.8571428571428571,0
2000,PAR,0.0,0.0,0.0,5,5,0.4,0
2004,PAR,1.0,0.0,0.0,6,21,0.9047619047619048,0
2008,PAR,0.0,0.0,1.0,7,7,0.42857142857142855,0
2012,PAR,0.0,0.0,1.0,10,8,0.5,0
2016,PAR,0.0,0.0,1.0,11,11,0.5454545454545454,0
2020,PAR,0.0,0.0,1.0,9,8,0.375,0
2024,PAR,0.0,0.0,1.0,10,29,0.7931034482758621,0
1900,PER,0.0,0.0,0.0,2,1,1.0,0
1932,PER,0.0,0.0,0.0,1,2,1.0,0
1936,PER,0.0,0.0,0.0,16,40,1.0,0
1948,PER,1.0,1.0,0.0,26,41,1.0,0
1956,PER,0.0,0.0,1.0,5,8,1.0,0
1960,PER,0.0,0.0,1.0,8,31,1.0,0
1964,PER,0.0,0.0,1.0,19,31,0.967741935483871,0
1968,PER,0.0,0.0,1.0,21,28,0.5714285714285714,0
1972,PER,0.0,0.0,1.0,25,20,0.85,0
1976,PER,0.0,0.0,1.0,3,13,0.0,0
1980,PER,0.0,0.0,1.0,26,28,0.5,0
1984,PER,1.0,0.0,1.0,29,35,0.5428571428571428,0
1988,PER,1.0,0.0,2.0,15,21,0.3333333333333333,0
1992,PER,1.0,0.0,3.0,18,16,0.75,0
1996,PER,0.0,0.0,4.0,22,29,0.5172413793103449,0
2000,PER,0.0,0.0,4.0,12,21,0.38095238095238093,0
2004,PER,0.0,0.0,4.0,14,12,0.5833333333333334,0
2008,PER,0.0,0.0,4.0,13,13,0.5384615384615384,0
2012,PER,0.0,0.0,4.0,14,16,0.5625,0
2016,PER,0.0,0.0,4.0,28,28,0.5714285714285714,0
2020,PER,0.0,0.0,4.0,35,35,0.5428571428571428,0
2024,PER,1.0,0.0,4.0,21,26,0.34615384615384615,0
1924,PHI,0.0,0.0,0.0,2,1,1.0,0
1928,PHI,1.0,0.0,0.0,6,4,1.0,0
1932,PHI,3.0,0.0,1.0,7,8,1.0,0
1936,PHI,1.0,0.0,4.0,20,28,1.0,0
1948,PHI,0.0,0.0,5.0,18,26,1.0,0
1952,PHI,0.0,0.0,5.0,14,25,1.0,0
1956,PHI,0.0,0.0,5.0,30,39,0.8974358974358975,0
1960,PHI,0.0,0.0,5.0,27,40,0.9,0
1964,PHI,1.0,0.0,5.0,45,47,0.851063829787234,0
1968,PHI,0.0,0.0,6.0,53,49,0.9183673469387755,0
1972,PHI,0.0,0.0,6.0,47,53,0.9056603773584906,0
1976,PHI,0.0,0.0,6.0,21,14,0.9285714285714286,0
1984,PHI,0.0,0.0,6.0,28,19,0.7894736842105263,0
1988,PHI,1.0,0.0,6.0,40,31,0.8387096774193549,0
1992,PHI,1.0,0.0,7.0,29,26,0.9230769230769231,0
1996,PHI,1.0,0.0,8.0,18,12,0.6666666666666666,0
2000,PHI,0.0,0.0,9.0,22,20,0.55,0
2004,PHI,0.0,0.0,9.0,21,16,0.75,0
2008,PHI,0.0,0.0,9.0,17,15,0.6666666666666666,0
2012,PHI,0.0,0.0,9.0,11,11,0.6363636363636364,0
2016,PHI,1.0,0.0,9.0,13,13,0.5384615384615384,0
2020,PHI,4.0,1.0,10.0,26,19,0.47368421052631576,0
2024,PHI,4.0,2.0,14.0,31,22,0.3181818181818182,0
1996,PLE,0.0,0.0,0.0,1,1,1.0,0
2000,PLE,0.0,0.0,0.0,2,2,0.5,0
2004,PLE,0.0,0.0,0.0,3,3,0.6666666666666666,0
2008,PLE,0.0,0.0,0.0,4,4,0.5,0
2012,PLE,0.0,0.0,0.0,5,5,0.6,0
2016,PLE,0.0,0.0,0.0,6,6,0.6666666666666666,0
2020,PLE,0.0,0.0,0.0,5,5,0.6,0
2024,PLE,0.0,0.0,0.0,8,8,0.75,0
2000,PLW,0.0,0.0,0.0,5,5,0.4,0
2004,PLW,0.0,0.0,0.0,4,4,0.5,0
2008,PLW,0.0,0.0,0.0,5,5,0.6,0
2012,PLW,0.0,0.0,0.0,5,5,0.4,0
2016,PLW,0.0,0.0,0.0,6,5,0.6,0
2020,PLW,0.0,0.0,0.0,3,3,0.6666666666666666,0
2024,PLW,0.0,0.0,0.0,3,3,0.3333333333333333,0
1976,PNG,0.0,0.0,0.0,8,6,1.0,0
1984,PNG,0.0,0.0,0.0,12,7,0.5714285714285714,0
1988,PNG,0.0,0.0,0.0,15,11,0.8181818181818182,0
1992,PNG,0.0,0.0,0.0,16,13,0.9230769230769231,0
1996,PNG,0.0,0.0,0.0,11,11,1.0,0
2000,PNG,0.0,0.0,0.0,5,5,0.4,0
2004,PNG,0.0,0.0,0.0,6,4,0.5,0
2008,PNG,0.0,0.0,0.0,9,7,0.42857142857142855,0
2012,PNG,0.0,0.0,0.0,8,8,0.5,0
2016,PNG,0.0,0.0,0.0,8,8,0.75,0
2020,PNG,0.0,0.0,0.0,8,8,0.5,0
2024,PNG,0.0,0.0,0.0,7,7,0.7142857142857143,0
1912,POL,0.0,0.0,0.0,1,1,1.0,0
1924,POL,2.0,0.0,0.0,38,65,0.9846153846153847,0
1928,POL,5.0,1.0,2.0,44,93,0.8817204301075269,0
1932,POL,9.0,3.0,7.0,21,51,0.8235294117647058,0
1936,POL,9.0,0.0,16.0,55,144,0.8819444444444444,0
1948,POL,1.0,0.0,25.0,28,38,0.8157894736842105,0
1952,POL,4.0,1.0,26.0,74,125,0.824,0
1956,POL,9.0,1.0,30.0,48,64,0.765625,0
1960,POL,21.0,4.0,39.0,108,185,0.8432432432432433,0
1964,POL,23.0,7.0,60.0,87,139,0.8201438848920863,0
1968,POL,18.0,5.0,83.0,112,177,0.7909604519774012,0
1972,POL,21.0,7.0,101.0,150,290,0.8689655172413793,0
1976,POL,26.0,7.0,122.0,116,207,0.8695652173913043,0
1980,POL,32.0,3.0,148.0,162,305,0.7573770491803279,0
1988,POL,16.0,2.0,180.0,105,143,0.7762237762237763,0
1992,POL,19.0,3.0,196.0,136,201,0.7412935323383084,0
1996,POL,17.0,7.0,215.0,126,165,0.7636363636363637,0
2000,POL,14.0,6.0,232.0,133,187,0.6898395721925134,0
2004,POL,10.0,3.0,246.0,124,194,0.6804123711340206,0
2008,POL,11.0,4.0,256.0,165,257,0.6070038910505836,0
2012,POL,11.0,3.0,267.0,148,210,0.5904761904761905,0
2016,POL,11.0,2.0,278.0,144,234,0.594017094017094,0
2020,POL,14.0,4.0,289.0,142,218,0.518348623853211,0
2024,POL,10.0,1.0,303.0,139,226,0.45132743362831856,0
1912,POR,0.0,0.0,0.0,8,6,1.0,0
1920,POR,0.0,0.0,0.0,7,13,1.0,0
1924,POR,1.0,0.0,0.0,16,28,1.0,0
1928,POR,1.0,0.0,1.0,14,31,1.0,0
1932,POR,0.0,0.0,2.0,4,6,1.0,0
1936,POR,1.0,0.0,2.0,10,19,1.0,0
1948,POR,2.0,0.0,3.0,22,48,1.0,0
1952,POR,1.0,0.0,5.0,45,71,0.9577464788732394,0
1956,POR,0.0,0.0,6.0,7,12,1.0,0
1960,POR,1.0,0.0,6.0,52,65,0.9230769230769231,0
1964,POR,0.0,0.0,7.0,20,20,0.95,0
1968,POR,0.0,0.0,7.0,24,20,0.95,0
1972,POR,0.0,0.0,7.0,28,29,1.0,0
1976,POR,2.0,0.0,7.0,27,19,1.0,0
1980,POR,0.0,0.0,9.0,17,11,0.9090909090909091,0
1984,POR,3.0,1.0,9.0,32,38,0.7631578947368421,0
1988,POR,1.0,1.0,12.0,59,65,0.8461538461538461,0
1992,POR,0.0,0.0,13.0,71,90,0.7555555555555555,0
1996,POR,2.0,1.0,13.0,79,106,0.7830188679245284,0
2000,POR,2.0,0.0,15.0,50,61,0.7868852459016393,0
2004,POR,3.0,0.0,17.0,63,80,0.7875,0
2008,POR,2.0,1.0,20.0,65,77,0.6623376623376623,0
2012,POR,1.0,0.0,22.0,75,76,0.5789473684210527,0
2016,POR,1.0,0.0,23.0,61,90,0.6777777777777778,0
2020,POR,4.0,1.0,24.0,66,93,0.6129032258064516,0
2024,POR,4.0,1.0,28.0,67,75,0.5066666666666667,0
1972,PRK,5.0,1.0,0.0,23,37,0.6216216216216216,0
1976,PRK,2.0,1.0,5.0,21,38,0.9473684210526315,0
1980,PRK,5.0,0.0,7.0,40,47,0.8297872340425532,0
1992,PRK,9.0,4.0,12.0,53,64,0.5625,0
1996,PRK,5.0,2.0,21.0,25,24,0.625,0
2000,PRK,4.0,0.0,26.0,34,31,0.45161290322580644,0
2004,PRK,5.0,0.0,30.0,34,36,0.3611111111111111,0
2008,PRK,6.0,2.0,35.0,38,58,0.3620689655172414,0
2012,PRK,6.0,4.0,41.0,27,51,0.29411764705882354,0
2016,PRK,7.0,2.0,47.0,28,30,0.36666666666666664,0
2024,PRK,6.0,0.0,54.0,16,14,0.2857142857142857,0
1948,PUR,1.0,0.0,0.0,8,9,1.0,0
1952,PUR,0.0,0.0,1.0,19,21,1.0,0
1956,PUR,0.0,0.0,1.0,9,10,1.0,0
1960,PUR,0.0,0.0,1.0,13,27,0.9629629629629629,0
1964,PUR,0.0,0.0,1.0,29,32,0.9375,0
1968,PUR,0.0,0.0,1.0,54,58,0.9310344827586207,0
1972,PUR,0.0,0.0,1.0,37,53,1.0,0
1976,PUR,1.0,0.0,1.0,74,80,0.9125,0
1980,PUR,0.0,0.0,2.0,3,3,1.0,0
1984,PUR,2.0,0.0,2.0,45,51,0.8431372549019608,0
1988,PUR,0.0,0.0,4.0,44,47,0.9361702127659575,0
1992,PUR,1.0,0.0,4.0,57,69,0.9130434782608695,0
1996,PUR,1.0,0.0,5.0,60,69,0.6811594202898551,0
2000,PUR,0.0,0.0,6.0,31,29,0.7931034482758621,0
2004,PUR,0.0,0.0,6.0,38,43,0.7441860465116279,0
2008,PUR,0.0,0.0,6.0,31,22,0.7727272727272727,0
2012,PUR,2.0,0.0,6.0,25,25,0.76,0
2016,PUR,1.0,1.0,8.0,27,40,0.325,0
2020,PUR,1.0,1.0,9.0,24,37,0.35135135135135137,0
2024,PUR,2.0,0.0,10.0,30,51,0.5294117647058824,0
1984,QAT,0.0,0.0,0.0,8,24,1.0,0
1988,QAT,0.0,0.0,0.0,10,10,1.0,0
1992,QAT,1.0,0.0,0.0,11,28,1.0,0
1996,QAT,0.0,0.0,1.0,10,12,1.0,0
2000,QAT,1.0,0.0,1.0,14,17,1.0,0
2004,QAT,0.0,0.0,2.0,14,15,1.0,0
2008,QAT,0.0,0.0,2.0,14,20,1.0,0
2012,QAT,2.0,0.0,2.0,13,12,0.6666666666666666,0
2016,QAT,1.0,0.0,4.0,20,37,0.9459459459459459,0
2020,QAT,3.0,2.0,5.0,15,16,0.8125,0
2024,QAT,1.0,0.0,8.0,10,13,0.9230769230769231,0
1960,RHO,0.0,0.0,0.0,11,10,0.9,0
1906,ROT,0.0,0.0,0.0,5,8,1.0,0
2016,ROT,0.0,0.0,0.0,12,10,0.6,0
1900,ROU,0.0,0.0,0.0,1,1,1.0,0
1924,ROU,1.0,0.0,0.0,7,35,1.0,0
1928,ROU,0.0,0.0,1.0,16,21,0.9047619047619048,0
1932,ROU,0.0,0.0,1.0,1,1,1.0,0
1936,ROU,1.0,0.0,1.0,33,54,0.9629629629629629,0
1952,ROU,4.0,1.0,2.0,67,114,0.9035087719298246,0
1956,ROU,13.0,5.0,6.0,39,50,0.78,0
1960,ROU,10.0,3.0,19.0,65,98,0.8367346938775511,0
1964,ROU,12.0,2.0,29.0,76,138,0.782608695652174,0
1968,ROU,15.0,4.0,41.0,64,82,0.8048780487804879,0
1972,ROU,16.0,3.0,56.0,102,159,0.8301886792452831,0
1976,ROU,27.0,4.0,72.0,92,157,0.6560509554140127,0
1980,ROU,25.0,6.0,99.0,135,226,0.672566371681416,0
1984,ROU,53.0,20.0,124.0,86,124,0.5725806451612904,0
1988,ROU,24.0,7.0,177.0,59,68,0.47058823529411764,0
1992,ROU,18.0,4.0,201.0,128,173,0.6069364161849711,0
1996,ROU,20.0,4.0,219.0,122,165,0.593939393939394,0
2000,ROU,26.0,11.0,239.0,116,145,0.4896551724137931,0
2004,ROU,19.0,8.0,265.0,88,108,0.46296296296296297,0
2008,ROU,9.0,4.0,284.0,80,101,0.39603960396039606,0
2012,ROU,7.0,2.0,293.0,75,105,0.5238095238095238,0
2016,ROU,4.0,1.0,300.0,62,95,0.35789473684210527,0
2020,ROU,4.0,1.0,304.0,58,104,0.5673076923076923,0
2024,ROU,9.0,3.0,308.0,60,96,0.5104166666666666,0
1904,RSA,0.0,0.0,0.0,2,8,1.0,0
1908,RSA,2.0,1.0,0.0,15,14,1.0,0
1912,RSA,6.0,4.0,2.0,21,21,1.0,0
1920,RSA,10.0,3.0,8.0,34,39,0.9743589743589743,0
1924,RSA,3.0,1.0,18.0,25,30,1.0,0
1928,RSA,3.0,1.0,21.0,25,24,0.75,0
1932,RSA,5.0,2.0,24.0,18,12,0.8333333333333334,0
1936,RSA,1.0,0.0,29.0,27,32,0.84375,0
1948,RSA,4.0,2.0,30.0,34,35,0.9714285714285714,0
1952,RSA,10.0,2.0,34.0,59,64,0.9375,0
1956,RSA,4.0,0.0,44.0,49,49,0.8775510204081632,0
1960,RSA,3.0,0.0,48.0,46,55,0.9636363636363636,0
1992,RSA,2.0,0.0,51.0,87,93,0.7311827956989247,0
1996,RSA,5.0,3.0,53.0,62,84,0.7619047619047619,0
2000,RSA,5.0,0.0,58.0,68,127,0.7007874015748031,0
2004,RSA,6.0,1.0,63.0,68,106,0.6226415094339622,0
2008,RSA,1.0,0.0,69.0,89,134,0.5597014925373134,0
2012,RSA,6.0,4.0,70.0,65,124,0.5483870967741935,0
2016,RSA,10.0,2.0,76.0,70,135,0.6888888888888889,0
2020,RSA,3.0,1.0,86.0,77,181,0.6574585635359116,0
2024,RSA,6.0,1.0,89.0,74,141,0.5531914893617021,0
1900,RUS,0.0,0.0,0.0,3,4,1.0,0
1908,RUS,0.0,0.0,0.0,7,6,1.0,0
1912,RUS,0.0,0.0,0.0,62,159,1.0,0
1924,RUS,0.0,0.0,0.0,2,3,0.6666666666666666,0
1996,RUS,63.0,26.0,0.0,212,389,0.596401028277635,0
2000,RUS,89.0,32.0,63.0,238,434,0.5529953917050692,0
2004,RUS,90.0,28.0,152.0,235,443,0.5507900677200903,0
2008,RUS,60.0,24.0,242.0,242,452,0.5066371681415929,0
2012,RUS,65.0,18.0,302.0,238,427,0.47306791569086654,0
2016,RUS,56.0,19.0,367.0,181,284,0.5,0
2020,RUS,71.0,20.0,423.0,222,341,0.4398826979472141,0
1984,RWA,0.0,0.0,0.0,6,3,0.6666666666666666,0
1988,RWA,0.0,0.0,0.0,7,6,0.5,0
1992,RWA,0.0,0.0,0.0,8,10,0.7,0
1996,RWA,0.0,0.0,0.0,4,4,1.0,0
2000,RWA,0.0,0.0,0.0,5,5,0.6,0
2004,RWA,0.0,0.0,0.0,5,5,0.6,0
2008,RWA,0.0,0.0,0.0,4,4,0.5,0
2012,RWA,0.0,0.0,0.0,7,7,0.7142857142857143,0
2016,RWA,0.0,0.0,0.0,7,7,0.5714285714285714,0
2020,RWA,0.0,0.0,0.0,5,5,0.6,0
2024,RWA,0.0,0.0,0.0,8,7,0.42857142857142855,0
1952,SAA,0.0,0.0,0.0,32,36,0.8611111111111112,0
1984,SAM,0.0,0.0,0.0,9,8,1.0,0
1988,SAM,0.0,0.0,0.0,11,11,1.0,0
1992,SAM,0.0,0.0,0.0,5,5,1.0,0
1996,SAM,0.0,0.0,0.0,5,5,0.8,0
2000,SAM,0.0,0.0,0.0,5,5,0.8,0
2004,SAM,0.0,0.0,0.0,3,3,0.6666666666666666,0
2008,SAM,1.0,0.0,0.0,7,6,0.6666666666666666,0
2012,SAM,0.0,0.0,1.0,9,8,0.625,0
2016,SAM,0.0,0.0,1.0,9,8,0.625,0
2020,SAM,0.0,0.0,1.0,11,8,0.875,0
2024,SAM,0.0,0.0,1.0,13,24,0.8333333333333334,0
1964,SEN,0.0,0.0,0.0,7,12,1.0,0
1968,SEN,0.0,0.0,0.0,9,21,1.0,0
1972,SEN,0.0,0.0,0.0,23,38,1.0,0
1976,SEN,0.0,0.0,0.0,27,21,0.9047619047619048,0
1980,SEN,0.0,0.0,0.0,22,32,0.9375,0
1984,SEN,0.0,0.0,0.0,21,24,0.9583333333333334,0
1988,SEN,1.0,0.0,0.0,23,23,0.9565217391304348,0
1992,SEN,0.0,0.0,1.0,20,20,0.9,0
1996,SEN,0.0,0.0,1.0,8,11,1.0,0
2000,SEN,0.0,0.0,1.0,15,26,0.2692307692307692,0
2004,SEN,0.0,0.0,1.0,17,15,0.4,0
2008,SEN,0.0,0.0,1.0,16,15,0.5333333333333333,0
2012,SEN,0.0,0.0,1.0,16,31,0.7741935483870968,0
2016,SEN,0.0,0.0,1.0,11,22,0.2727272727272727,0
2020,SEN,0.0,0.0,1.0,9,9,0.6666666666666666,0
2024,SEN,0.0,0.0,1.0,13,11,0.6363636363636364,0
1980,SEY,0.0,0.0,0.0,15,11,0.8181818181818182,0
1984,SEY,0.0,0.0,0.0,15,9,0.8888888888888888,0
1992,SEY,0.0,0.0,0.0,18,11,0.9090909090909091,0
1996,SEY,0.0,0.0,0.0,9,9,0.8888888888888888,0
2000,SEY,0.0,0.0,0.0,9,9,0.6666666666666666,0
2004,SEY,0.0,0.0,0.0,10,9,0.7777777777777778,0
2008,SEY,0.0,0.0,0.0,9,9,0.6666666666666666,0
2012,SEY,0.0,0.0,0.0,6,6,0.6666666666666666,0
2016,SEY,0.0,0.0,0.0,10,10,0.8,0
2020,SEY,0.0,0.0,0.0,6,5,0.8,0
2024,SEY,0.0,0.0,0.0,3,3,0.6666666666666666,0
1948,SGP,0.0,0.0,0.0,1,1,1.0,0
1952,SGP,0.0,0.0,0.0,7,5,0.8,0
1956,SGP,0.0,0.0,0.0,13,48,0.9583333333333334,0
1960,SGP,1.0,0.0,0.0,3,5,1.0,0
1968,SGP,0.0,0.0,1.0,6,4,1.0,0
1972,SGP,0.0,0.0,1.0,12,7,0.7142857142857143,0
1976,SGP,0.0,0.0,1.0,4,4,0.75,0
1984,SGP,0.0,0.0,1.0,7,5,1.0,0
1988,SGP,0.0,0.0,1.0,16,8,0.875,0
1992,SGP,0.0,0.0,1.0,26,14,0.7857142857142857,0
1996,SGP,0.0,0.0,1.0,27,13,0.6153846153846154,0
2000,SGP,0.0,0.0,1.0,20,14,0.5714285714285714,0
2004,SGP,0.0,0.0,1.0,16,16,0.375,0
2008,SGP,1.0,0.0,1.0,25,25,0.44,0
2012,SGP,2.0,0.0,2.0,29,23,0.34782608695652173,0
2016,SGP,1.0,1.0,4.0,24,24,0.3333333333333333,0
2020,SGP,0.0,0.0,5.0,25,22,0.22727272727272727,0
2024,SGP,1.0,0.0,5.0,26,23,0.30434782608695654,0
1996,SKN,0.0,0.0,0.0,5,10,0.4,0
2000,SKN,0.0,0.0,0.0,4,2,0.5,0
2004,SKN,0.0,0.0,0.0,2,2,0.5,0
2008,SKN,0.0,0.0,0.0,5,4,0.25,0
2012,SKN,0.0,0.0,0.0,3,4,1.0,0
2016,SKN,0.0,0.0,0.0,4,6,0.8333333333333334,0
2020,SKN,0.0,0.0,0.0,2,2,0.5,0
2024,SKN,0.0,0.0,0.0,3,3,0.6666666666666666,0
1968,SLE,0.0,0.0,0.0,4,3,1.0,0
1980,SLE,0.0,0.0,0.0,16,14,0.8571428571428571,0
1984,SLE,0.0,0.0,0.0,6,7,0.8571428571428571,0
1988,SLE,0.0,0.0,0.0,14,12,0.9166666666666666,0
1992,SLE,0.0,0.0,0.0,12,11,0.8181818181818182,0
1996,SLE,0.0,0.0,0.0,10,14,0.7142857142857143,0
2000,SLE,0.0,0.0,0.0,3,3,0.6666666666666666,0
2004,SLE,0.0,0.0,0.0,2,2,0.5,0
2008,SLE,0.0,0.0,0.0,3,3,0.6666666666666666,0
2012,SLE,0.0,0.0,0.0,2,2,0.5,0
2016,SLE,0.0,0.0,0.0,4,4,0.5,0
2020,SLE,0.0,0.0,0.0,4,4,0.5,0
2024,SLE,0.0,0.0,0.0,4,4,0.25,0
1992,SLO,2.0,0.0,0.0,34,35,0.8285714285714286,0
1996,SLO,2.0,0.0,2.0,34,37,0.6756756756756757,0
2000,SLO,2.0,2.0,4.0,53,74,0.7432432432432432,0
2004,SLO,4.0,0.0,6.0,66,79,0.7088607594936709,0
2008,SLO,5.0,1.0,10.0,60,61,0.6557377049180327,0
2012,SLO,4.0,1.0,15.0,68,65,0.4307692307692308,0
2016,SLO,4.0,1.0,19.0,45,63,0.6190476190476191,0
2020,SLO,5.0,3.0,23.0,43,53,0.5283018867924528,0
2024,SLO,3.0,2.0,28.0,56,94,0.5,0
1960,SMR,0.0,0.0,0.0,5,9,1.0,0
1968,SMR,0.0,0.0,0.0,2,4,1.0,0
1972,SMR,0.0,0.0,0.0,4,7,1.0,0
1976,SMR,0.0,0.0,0.0,7,10,0.8,0
1980,SMR,0.0,0.0,0.0,10,16,1.0,0
1984,SMR,0.0,0.0,0.0,26,19,0.9473684210526315,0
1988,SMR,0.0,0.0,0.0,12,11,1.0,0
1992,SMR,0.0,0.0,0.0,15,17,0.9411764705882353,0
1996,SMR,0.0,0.0,0.0,7,7,0.8571428571428571,0
2000,SMR,0.0,0.0,0.0,4,4,0.75,0
2004,SMR,0.0,0.0,0.0,5,5,0.8,0
2008,SMR,0.0,0.0,0.0,4,4,0.5,0
2012,SMR,0.0,0.0,0.0,4,4,0.25,0
2016,SMR,0.0,0.0,0.0,3,4,0.5,0
2020,SMR,3.0,0.0,0.0,7,5,0.6,0
2024,SMR,0.0,0.0,3.0,5,5,0.4,0
1984,SOL,0.0,0.0,0.0,3,3,1.0,0
1988,SOL,0.0,0.0,0.0,5,4,1.0,0
1992,SOL,0.0,0.0,0.0,1,1,1.0,0
1996,SOL,0.0,0.0,0.0,4,4,0.75,0
2000,SOL,0.0,0.0,0.0,2,2,0.5,0
2004,SOL,0.0,0.0,0.0,2,2,0.5,0
2008,SOL,0.0,0.0,0.0,3,3,0.3333333333333333,0
2012,SOL,0.0,0.0,0.0,4,4,0.5,0
2016,SOL,0.0,0.0,0.0,3,3,0.3333333333333333,0
2020,SOL,0.0,0.0,0.0,3,3,0.3333333333333333,0
2024,SOL,0.0,0.0,0.0,2,2,0.0,0
1972,SOM,0.0,0.0,0.0,4,3,1.0,0
